The image is 0
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
O -0.12711525 3.21688056 42.3032608
The image is 68
The image is 69
The image is 70
The image is 71
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
O -0.226522565 3.36525989 44.7102089
The image is 72
The image is 73
The image is 74
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
O -0.316584229 3.51553416 46.4967575
The image is 75
The image is 76
The image is 77
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
O -0.357329011 3.66133022 48.2655525
The image is 78
The image is 79
The image is 80
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
O -0.482477427 3.77097774 49.8114243
The image is 81
The image is 82
The image is 83
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
O -0.541346908 3.91909289 51.563282
The image is 84
The image is 85
The image is 86
The image is 87
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
O -0.630493164 4.06011391 53.7338257
The image is 88
The image is 89
The image is 90
The image is 91
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
O -0.742577195 4.26805687 56.0808144
The image is 92
The image is 93
The image is 94
O -0.797170997 4.41437674 57.8534164
O -0.797170997 4.41437674 57.8534164
O -0.797170997 4.41437674 57.8534164
O -0.797170997 4.41437674 57.8534164
O -0.797170997 4.41437674 57.8534164
O -0.797170997 4.41437674 57.8534164
O -0.797170997 4.41437674 57.8534164
O -0.797170997 4.41437674 57.8534164
O -0.797170997 4.41437674 57.8534164
O -0.797170997 4.41437674 57.8534164
O -0.797170997 4.41437674 57.8534164
O -0.797170997 4.41437674 57.8534164
O -0.797170997 4.41437674 57.8534164
O -0.797170997 4.41437674 57.8534164
O -0.797170997 4.41437674 57.8534164
O -0.797170997 4.41437674 57.8534164
O -0.797170997 4.41437674 57.8534164
O -0.797170997 4.41437674 57.8534164
O -0.797170997 4.41437674 57.8534164
O -0.797170997 4.41437674 57.8534164
O -0.797170997 4.41437674 57.8534164
O -0.797170997 4.41437674 57.8534164
O -0.797170997 4.41437674 57.8534164
O -0.797170997 4.41437674 57.8534164
